Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,3,25.47
Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,6,258.696
Office Supplies,Binders,3-ring staple pack,5.64,3,2.707
Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,34.355
Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,23.316
Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,179.749
Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18.28,2,9.14
Technology,Phones,AT&T 841000 Phone,207.0,3,51.75
Office Supplies,Binders,GBC Instant Report Kit,32.35,5,16.175
Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,7.71,1,3.47
Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,40.3,2,10.881
Furniture,Furnishings,C-Line Magnetic Cubicle Keepers, Clear Polypropylene,34.58,7,14.524
Office Supplies,Art,Dixon My First Ticonderoga Pencil, #2,32.76,7,3.685
Furniture,Chairs,Hon GuestStacker Chair,544.008,3,40.801
Office Supplies,Paper,Xerox 191,59.94,3,28.172
Office Supplies,Paper,Xerox 1974,23.92,4,11.721
Office Supplies,Paper,Xerox 1927,4.28,1,1.926
Office Supplies,Binders,Acco D-Ring Binder w/DublLock,32.07,5,-22.449
Technology,Accessories,Imation?8gb Micro Traveldrive Usb 2.0?Flash Drive,24.0,2,-2.7
Furniture,Bookcases,Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray,35.49,1,-15.616
Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,47.984,2,0.6
Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,87.744
Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,2,5.891
Furniture,Chairs,Lifetime Advantage Folding Chairs, 4/Carton,348.928,2,34.893
Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96,4,69.101
Office Supplies,Storage,Decoflex Hanging Personal Folder File, Blue,15.42,1,4.163
Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2" X 11",43.04,8,21.09
Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,3,79.906
Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,85.248
Office Supplies,Labels,Avery 499,9.96,2,4.582
Office Supplies,Paper,Wirebound Message Book, 4 per Page,21.72,4,10.643
Office Supplies,Binders,Avery Durable Binders,20.16,7,9.878
Office Supplies,Paper,Xerox 1887,132.79,7,63.739
Office Supplies,Paper,Xerox 1967,12.96,2,6.221
Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.56,7,10.349
Furniture,Chairs,Situations Contoured Folding Chairs, 4/Set,283.92,5,17.745
Furniture,Furnishings,Executive Impressions 14" Contract Wall Clock,22.23,1,7.336
Technology,Phones,Logitech Mobile Speakerphone P710e -?speaker phone,215.968,2,18.897
Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32,9,99.49
Office Supplies,Paper,Xerox 218,12.96,2,6.221
Furniture,Furnishings,Eldon Stackable Tray, Side-Load, Legal, Smoke,18.28,2,6.215
Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43.176,3,4.318
Technology,Phones,ClearOne CHATAttach 160 -?speaker phone,1983.968,4,247.996
Furniture,Furnishings,Coloredge Poster Frame,28.4,2,11.076
Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,149.97,3,50.99
Office Supplies,Art,Newell 32,11.52,4,3.226
Furniture,Tables,Bevis Round Bullnose 29" High Table Top,1298.55,5,311.652
Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92,4,62.037
Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78,2,2.578
Furniture,Furnishings,Eldon Stackable Tray, Side-Load, Legal, Smoke,18.28,2,6.215
Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,601.97
Office Supplies,Paper,Xerox 205,51.84,8,24.883
Office Supplies,Paper,Xerox 1968,5.344,1,1.87
Office Supplies,Paper,Xerox 1995,41.472,8,14.515
Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.168,3,-2.429
Furniture,Chairs,Global Leather Executive Chair,1228.465,5,0.0
Office Supplies,Binders,GBC Recycled Grain Textured Covers,31.086,3,-22.796
Office Supplies,Paper,Xerox 1941,335.52,4,117.432
Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,71.991
Office Supplies,Labels,Avery 508,9.82,2,4.812
Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,4.068
Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,40.313
Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0,7,16.8
Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24,4,10.8
Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,7.487
Furniture,Chairs,Global Airflow Leather Mesh Back Chair, Black,301.96,2,90.588
Office Supplies,Appliances,Fellowes Smart Surge Ten-Outlet Protector, Platinum,180.66,3,50.585
Technology,Phones,Pyle PMP37LED,191.98,2,51.835
Technology,Phones,Clarity 53712,65.99,1,17.157
Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.216,2,2.641
Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner, Large Room,23.696,2,6.516
Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475,1,-111.5
Office Supplies,Binders,GBC ProClick Punch Binding System,51.184,4,-79.335
Office Supplies,Paper,Adams Telephone Message Books, 5 1/4? x 11?,9.664,2,3.262
Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,3,1.58
Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,16.322
Office Supplies,Art,Newell 335,11.52,4,3.341
Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,4,9.302
Office Supplies,Binders,Fellowes Binding Cases,37.44,4,11.7
Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,8.767
Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2,3.294
Office Supplies,Labels,Avery 486,14.62,2,6.871
Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,7,23.442
Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94,3,77.744
Furniture,Furnishings,Linden 10" Round Wall Clock, Black,48.896,4,8.557
Technology,Accessories,Maxell DVD-RAM Discs,115.36,7,49.605
Office Supplies,Art,DIXON Oriole Pencils,5.16,2,1.342
Office Supplies,Paper,Xerox 202,38.88,6,18.662
Office Supplies,Art,Boston School Pro Electric Pencil Sharpener, 1670,185.88,6,50.188
Furniture,Furnishings,Executive Impressions 14" Contract Wall Clock,44.46,2,14.672
Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,9.718
Office Supplies,Paper,Xerox 1884,39.96,2,18.781
Office Supplies,Supplies,Acme Box Cutter Scissors,102.3,10,26.598
Office Supplies,Storage,Staple magnet,21.36,2,5.767
Office Supplies,Paper,Wirebound Message Books, Two 4 1/4" x 5" Forms per Page,7.61,1,3.577
Office Supplies,Fasteners,OIC Binder Clips,7.16,2,3.58
Office Supplies,Supplies,Staple remover,7.36,2,0.147
Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.1,2,10.626
Technology,Accessories,Logitech?MX Performance Wireless Mouse,191.472,6,40.688
Office Supplies,Art,Newell 337,5.248,2,0.59
Technology,Phones,Logitech B530 USB?Headset?-?headset?- Full size, Binaural,59.184,2,5.179
Office Supplies,Labels,Avery 482,2.89,1,1.358
Furniture,Furnishings,Howard Miller 11-1/2" Diameter Ridgewood Wall Clock,51.94,1,21.295
Office Supplies,Labels,Avery 483,15.936,4,5.179
Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,6,-35.928
Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,-760.98
Technology,Phones,Cisco SPA301,280.782,3,-46.797
Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,3,17.22
Office Supplies,Paper,Adams Write n' Stick Phone Message Book, 11" X 5 1/4", 200 Messages,11.36,2,5.226
Office Supplies,Binders,Poly Designer Cover & Back,106.344,7,37.22
Office Supplies,Paper,Xerox 1910,192.16,5,67.256
Furniture,Furnishings,Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39" x 49",322.59,3,64.518
Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,1,13.196
Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,66.955
Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Light Blue,5.892,4,-4.124
Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',68.472,3,23.109
Furniture,Chairs,SAFCO Arco Folding Chair,1242.9,5,262.39
Office Supplies,Storage,Decoflex Hanging Personal Folder File, Blue,30.84,2,8.327
Office Supplies,Art,Binney & Smith Crayola Metallic Crayons, 16-Color Pack,13.48,4,5.931
Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.4,5,10.048
Furniture,Furnishings,Dax Clear Box Frame,17.46,2,5.936
Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.944,3,4.532
Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,83.76,12,1.675
Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8" X 11",37.66,7,18.453
Office Supplies,Paper,Xerox 1987,34.68,6,16.993
Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,149.95,5,14.995
Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,3,18.601
Office Supplies,Paper,Ampad Poly Cover Wirebound Steno Book, 6" x 9" Assorted Colors, Gregg Ruled,4.54,1,2.043
Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92,4,5.413
Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,8,135.98
Office Supplies,Storage,File Shuttle I and Handi-File,155.82,7,42.071
Office Supplies,Binders,Binding Machine Supplies,70.008,3,24.503
Office Supplies,Envelopes,Staple envelope,15.648,2,5.086
Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,7,51.8
Office Supplies,Paper,Things To Do Today Pad,46.96,8,22.541
Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,2,-6.53
Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,5,3.393
Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336,4,-32.088
Technology,Phones,Avaya 5420 Digital phone,323.976,3,20.248
Office Supplies,Paper,Xerox 1923,20.04,3,9.619
Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,2.598
Office Supplies,Paper,Xerox 1931,12.96,2,6.221
Furniture,Bookcases,Bush Westfield Collection Bookcases, Fully Assembled,323.136,4,12.118
Technology,Phones,Gear Head AU3700S Headset,90.93,7,2.728
Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,52.776,3,19.791
Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8,4,323.946
Technology,Accessories,Maxell?iVDR EX 500GB Cartridge,1928.78,7,829.375
Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2,81.047
Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,6,9.102
Furniture,Furnishings,Howard Miller 13" Diameter Goldtone Round Wall Clock,46.94,1,19.245
Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,9,56.055
Furniture,Tables,Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table,99.918,2,-18.556
Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,4,-56.996
Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,3,-14.566
Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,3,50.406
Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,1,-0.812
Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,6.877
Technology,Accessories,Maxell 4.7GB DVD-R,85.14,3,34.907
Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,1,10.555
Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,5,113.848
Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,294.549
Office Supplies,Paper,Xerox 1985,15.552,3,5.443
Technology,Accessories,Hypercom P1300 Pinpad,252.0,5,53.55
Office Supplies,Art,Newell 324,46.2,4,12.936
Office Supplies,Appliances,Holmes Odor Grabber,28.84,2,9.517
Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.592,3,2.554
Office Supplies,Art,Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set,89.856,3,21.341
Office Supplies,Paper,Xerox 196,13.872,3,5.029
Office Supplies,Paper,RSVP Cards & Envelopes, Blank White, 8-1/2" X 11", 24 Cards/25 Envelopes/Set,12.192,3,4.115
Office Supplies,Paper,Wirebound Message Books, 2 7/8" x 5", 3 Forms per Page,45.056,8,15.206
Office Supplies,Binders,JM Magazine Binder,29.718,6,-21.793
Office Supplies,Paper,Xerox 202,15.552,3,5.443
Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.696,2,33.577
Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit?Smart WiFi Router,159.99,1,54.397
Office Supplies,Paper,Xerox 213,12.96,2,6.221
Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.48,4,34.965
Office Supplies,Paper,Message Book, Standard Line "While You Were Out", 5 1/2" X 4", 200 Sets/Book,17.12,2,8.046
Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Dark Blue,6.096,2,2.21
Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272,4,41.785
Office Supplies,Paper,Xerox 1894,32.4,5,15.552
Office Supplies,Storage,Standard Rollaway File with Lock,540.57,3,140.548
Office Supplies,Binders,Avery Trapezoid Extra Heavy Duty 4" Binders,167.76,5,62.91
Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3,-204.446
Furniture,Furnishings,Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting,516.488,7,-12.912
Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232,6,75.542
Furniture,Tables,Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer,2065.32,12,-619.596
Office Supplies,Paper,Xerox 210,15.552,3,5.443
Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,7.92
Furniture,Furnishings,Staple-based wall hangings,25.472,4,7.642
Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,2.717
Furniture,Bookcases,Bush Westfield Collection Bookcases, Medium Cherry Finish,78.853,2,-11.596
Office Supplies,Storage,Home/Office Personal File Carts,173.8,5,43.45
Technology,Phones,Logitech B530 USB?Headset?-?headset?- Full size, Binaural,29.592,1,2.589
Office Supplies,Binders,Avery Durable Slant Ring Binders,4.752,2,-3.168
Office Supplies,Paper,Universal Ultra Bright White Copier/Laser Paper, 8 1/2" x 11", Ream,15.552,3,5.638
Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,53.196
Furniture,Chairs,Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black,321.568,2,28.137
Office Supplies,Binders,Zipper Ring Binder Pockets,6.24,2,3.058
Office Supplies,Envelopes,White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes,21.88,2,10.94
Office Supplies,Labels,Avery File Folder Labels,4.608,2,1.67
Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,2,4.812
Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,3,9.712
Office Supplies,Paper,Xerox 212,12.96,2,6.221
Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,4,91.968
Office Supplies,Labels,Avery File Folder Labels,8.64,3,4.234
Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0.0
Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,6,28.598
Technology,Phones,AT&T 841000 Phone,124.2,3,-31.05
Office Supplies,Binders,GBC Linen Binding Covers,18.588,2,-13.631
Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072,3,10.149
Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.93,7,3.219
Office Supplies,Binders,Tuf-Vin Binders,75.792,3,25.58
Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2,-0.792
Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,679.996
Office Supplies,Binders,Angle-D Ring Binders,3.282,2,-2.626
Office Supplies,Paper,Xerox 188,34.02,3,16.67
Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,6,93.223
Office Supplies,Art,BIC Brite Liner Grip Highlighters, Assorted, 5/Pack,3.392,1,0.806
Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,2,55.998
Furniture,Chairs,Global Airflow Leather Mesh Back Chair, Black,603.92,5,75.49
Office Supplies,Labels,Avery 499,7.968,2,2.59
Office Supplies,Envelopes,#10- 4 1/8" x 9 1/2" Recycled Envelopes,27.968,4,9.439
Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.51,3,44.868
Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,2,-1.89
Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,5,72.807
Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97,3,5.211
Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5,131.278
Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2,5.484
Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,3,4.91
Office Supplies,Paper,Xerox 1979,154.9,5,69.705
Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.93,7,1276.487
Technology,Phones,Plantronics Voyager Pro Legend,617.97,3,173.032
Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,10.67,1,4.908
Office Supplies,Storage,Portable Personal File Box,36.63,3,9.89
Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,9.158
Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,12.913
Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2,11.445
Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,7,762.184
Furniture,Tables,Bevis Round Bullnose 29" High Table Top,1090.782,7,-290.875
Office Supplies,Paper,Xerox 212,19.44,3,9.331
Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.65,3,92.084
Office Supplies,Paper,Xerox 1910,115.296,3,40.354
Office Supplies,Envelopes,Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2,7.08,3,2.478
Office Supplies,Binders,UniKeep View Case Binders,4.401,3,-3.521
Office Supplies,Paper,Recycled Desk Saver Line "While You Were Out" Book, 5 1/2" X 4",44.75,5,20.585
Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984,2,5.999
Furniture,Furnishings,Eldon Delta Triangular Chair Mat, 52" x 58", Clear,151.72,4,27.31
Furniture,Furnishings,Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock,155.25,3,46.575
Office Supplies,Storage,Project Tote Personal File,14.03,1,4.069
Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,13,356.041
Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,36.852
Office Supplies,Paper,Xerox 216,32.4,5,15.552
Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,6.701
Furniture,Furnishings,Howard Miller 11-1/2" Diameter Ridgewood Wall Clock,155.82,3,63.886
Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,5,2.499
Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,601.65,5,156.429
Office Supplies,Art,Staples in misc. colors,22.74,3,8.869
Furniture,Chairs,Global Comet Stacking Arm Chair,1267.53,3,316.882
Technology,Machines,Cisco SPA525G2 5-Line IP Phone,1379.92,8,648.562
Office Supplies,Envelopes,Peel & Seel Envelopes,6.208,2,2.173
Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2,4.28
Office Supplies,Paper,Xerox 2,15.552,3,5.443
Office Supplies,Paper,Xerox 1935,63.312,3,20.576
Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,2,-9.872
Office Supplies,Paper,Easy-staple paper,177.2,5,83.284
Technology,Phones,Cisco SPA508G,197.97,3,57.411
Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,213.735
Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,9,52.126
Office Supplies,Labels,Avery 514,14.4,5,7.056
Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696,3,5.101
Office Supplies,Binders,Acco 3-Hole Punch,2.628,2,-1.927
Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,14.427,3,-10.58
Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62,2,8.662
Office Supplies,Binders,Aluminum Screw Posts,36.624,3,13.734
Office Supplies,Art,Newell 336,23.968,7,2.696
Office Supplies,Art,Staples in misc. colors,28.728,3,1.795
Furniture,Tables,Chromcraft Round Conference Tables,697.16,4,146.404
Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,11.151
Furniture,Bookcases,Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors,722.352,3,90.294
Office Supplies,Art,Quartet Alpha White Chalk, 12/Pack,8.84,5,2.984
Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,58.464,9,-146.16
Furniture,Chairs,Global Stack Chair without Arms, Black,254.604,14,-18.186
Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,85.248
Furniture,Furnishings,Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting,102.36,3,-3.839
Technology,Phones,Plantronics HL10 Handset Lifter,1113.504,12,125.269
Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,99.99,1,37.996
Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464,2,-29.481
Office Supplies,Paper,Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad,6.72,2,2.436
Furniture,Furnishings,Howard Miller 12" Round Wall Clock,282.888,9,56.578
Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,4.352
Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2,22.764
Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.344,3,27.791
Office Supplies,Binders,Avery Round Ring Poly Binders,9.088,4,3.294
Office Supplies,Binders,Avery Hole Reinforcements,19.936,4,7.227
Office Supplies,Binders,Wilson Jones Ledger-Size, Piano-Hinge Binder, 2", Blue,65.568,2,22.949
Office Supplies,Fasteners,Stockwell Gold Paper Clips,4.416,3,1.601
Furniture,Chairs,Global Deluxe Steno Chair,107.772,2,-29.252
Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216,3,4.522
Office Supplies,Fasteners,Super Bands, 12/Pack,10.416,7,-2.213
Office Supplies,Art,Crayola Colored Pencils,7.872,3,1.279
Technology,Phones,Plantronics 81402,118.782,3,-27.716
Office Supplies,Fasteners,Assorted Color Push Pins,1.448,1,0.235
Office Supplies,Binders,GBC Velobind Prepunched Cover Sets, Regency Series,55.47,5,-46.225
Furniture,Chairs,Global Value Mid-Back Manager's Chair, Gray,194.848,4,12.178
Office Supplies,Supplies,Staple remover,1.744,1,-0.349
Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,25.176,4,-18.462
Office Supplies,Art,Newell 333,19.46,7,5.06
Office Supplies,Paper,Xerox 1881,29.472,3,9.947
Office Supplies,Binders,3M Organizer Strips,8.64,2,3.024
Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5,-4.598
Office Supplies,Binders,Round Ring Binders,4.368,7,-3.349
Technology,Accessories,Micropad Numeric Keypads,31.984,2,1.999
Office Supplies,Art,Newell 328,40.88,7,10.629
Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96,2,33.589
Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,8.489
Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,6.88,1,2.322
Office Supplies,Paper,Easy-staple paper,19.92,4,9.362
Furniture,Chairs,Global High-Back Leather Tilter, Burgundy,1106.91,9,121.76
Furniture,Tables,Chromcraft Round Conference Tables,836.592,8,-264.921
Office Supplies,Paper,Easy-staple paper,26.38,1,12.135
Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,105.247
Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,2400.966
Office Supplies,Paper,Xerox 224,6.48,1,3.11
Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,3,7.198
Office Supplies,Labels,Avery 488,3.15,1,1.512
Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,1.999
Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.984,2,25.194
Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9,33.642
Technology,Phones,AT&T 1080 Corded phone,219.184,2,19.179
Office Supplies,Paper,Xerox 1950,28.9,5,14.161
Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96,2,103.228
Office Supplies,Storage,Fellowes Mobile File Cart, Black,348.208,7,30.468
Office Supplies,Binders,GBC Recycled VeloBinder Covers,35.784,7,-28.627
Furniture,Tables,Hon 4060 Series Tables,447.84,5,11.196
Office Supplies,Art,Newell 326,7.04,4,2.042
Furniture,Furnishings,GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs,8.73,3,4.103
Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,1,9.666
Office Supplies,Art,Newell 346,8.64,3,2.506
Office Supplies,Binders,Avery Non-Stick Binders,2.694,3,-4.715
Office Supplies,Binders,UniKeep View Case Binders,2.934,3,-4.988
Office Supplies,Paper,Rediform Wirebound "Phone Memo" Message Book, 11 x 5-3/4,22.92,3,11.231
Office Supplies,Storage,Tennsco Lockers, Gray,100.704,6,-16.364
Furniture,Furnishings,GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs,2.328,2,-0.757
Office Supplies,Binders,GBC Standard Recycled Report Covers, Clear Plastic Sheets,10.78,5,-17.248
Office Supplies,Fasteners,Staples,58.368,12,21.888
Office Supplies,Envelopes,Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13,40.968,3,13.827
